    INFO: 2026-02-18 13:20:48,867:               log.py:   20: Logging to C:\Users\hoang\NAPE\mdpdf.log
   DEBUG: 2026-02-18 13:20:49,827:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,829:      pdf_renderer.py:  470: printSegment: Dilution
   DEBUG: 2026-02-18 13:20:49,831:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,837:      pdf_renderer.py:  470: printSegment:  means
   DEBUG: 2026-02-18 13:20:49,840:      pdf_renderer.py:  470: printSegment: existing shareholders own a smaller percentage of the company.
   DEBUG: 2026-02-18 13:20:49,842:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:49,844:      pdf_renderer.py:  470: printSegment: No IPP has ever successfully acquired a data center company. Talen BUILT one — that
   DEBUG: 2026-02-18 13:20:49,846:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,848:      pdf_renderer.py:  470: printSegment: s different.
   DEBUG: 2026-02-18 13:20:49,850:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:49,852:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,854:      pdf_renderer.py:  470: printSegment: Option 1 is to acquire a data center company.
   DEBUG: 2026-02-18 13:20:49,872:      pdf_renderer.py:  470: printSegment: The theory sounds good: data center companies trade at very high valuations — 20 to 25 times
   DEBUG: 2026-02-18 13:20:49,875:      pdf_renderer.py:  470: printSegment: EBITDA. If we buy one, maybe our combined company trades at a higher multiple too.
   DEBUG: 2026-02-18 13:20:49,876:      pdf_renderer.py:  470: printSegment: But here
   DEBUG: 2026-02-18 13:20:49,878:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,880:      pdf_renderer.py:  470: printSegment: s the problem: 
   DEBUG: 2026-02-18 13:20:49,883:      pdf_renderer.py:  470: printSegment: data center companies are incredibly expensive
   DEBUG: 2026-02-18 13:20:49,898:      pdf_renderer.py:  470: printSegment: . In 2021, Blackstone
   DEBUG: 2026-02-18 13:20:49,903:      pdf_renderer.py:  470: printSegment: bought QTS for $10 billion. KKR bought Cyrus One for $15 billion. CoreWeave is now valued at
   DEBUG: 2026-02-18 13:20:49,906:      pdf_renderer.py:  470: printSegment: $35 billion or more.
   DEBUG: 2026-02-18 13:20:49,913:      pdf_renderer.py:  470: printSegment: We are a $20 billion company. To buy a meaningful data center platform — say a $5 billion acquisition
   DEBUG: 2026-02-18 13:20:49,915:      pdf_renderer.py:  470: printSegment: — we would need to:
   DEBUG: 2026-02-18 13:20:49,917:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:49,920:      pdf_renderer.py:  470: printSegment: Borrow $2–3 billion more in debt, which would drop our credit rating from BB to B+
   DEBUG: 2026-02-18 13:20:49,921:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:49,923:      pdf_renderer.py:  470: printSegment: Issue $1.5 billion in new stock, which 
   DEBUG: 2026-02-18 13:20:49,924:      pdf_renderer.py:  470: printSegment: dilutes
   DEBUG: 2026-02-18 13:20:49,926:      pdf_renderer.py:  470: printSegment:  existing shareholders by 20 to 30%
   DEBUG: 2026-02-18 13:20:49,927:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:49,933:      pdf_renderer.py:  470: printSegment: Integrate two completely different businesses — power plants and data centers — with
   DEBUG: 2026-02-18 13:20:49,935:      pdf_renderer.py:  470: printSegment: different skills, customers, and cultures
   DEBUG: 2026-02-18 13:20:49,937:      pdf_renderer.py:  470: printSegment: The financial result? After all the debt and dilution, our market cap would be 
   DEBUG: 2026-02-18 13:20:49,939:      pdf_renderer.py:  470: printSegment: roughly flat
   DEBUG: 2026-02-18 13:20:49,940:      pdf_renderer.py:  470: printSegment:  — around
   DEBUG: 2026-02-18 13:20:49,941:      pdf_renderer.py:  470: printSegment: $20 billion. Our 
   DEBUG: 2026-02-18 13:20:49,943:      pdf_renderer.py:  470: printSegment: FCF per share would actually go DOWN
   DEBUG: 2026-02-18 13:20:49,945:      pdf_renderer.py:  470: printSegment:  in Year 1 and Year 2 because of
   DEBUG: 2026-02-18 13:20:49,947:      pdf_renderer.py:  470: printSegment: integration costs.
   DEBUG: 2026-02-18 13:20:49,949:      pdf_renderer.py:  470: printSegment: And here
   DEBUG: 2026-02-18 13:20:49,950:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,951:      pdf_renderer.py:  470: printSegment: s the biggest problem: 
   DEBUG: 2026-02-18 13:20:49,953:      pdf_renderer.py:  470: printSegment: no IPP has ever successfully acquired a data center company
   DEBUG: 2026-02-18 13:20:49,954:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:49,955:      pdf_renderer.py:  470: printSegment: Talen didn
   DEBUG: 2026-02-18 13:20:49,956:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,958:      pdf_renderer.py:  470: printSegment: t buy one — they BUILT one. That
   DEBUG: 2026-02-18 13:20:49,959:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,960:      pdf_renderer.py:  470: printSegment: s a completely different execution model.
   DEBUG: 2026-02-18 13:20:49,962:      pdf_renderer.py:  470: printSegment: The verdict: 
   DEBUG: 2026-02-18 13:20:49,965:      pdf_renderer.py:  470: printSegment: Option 1 is high risk with uncertain reward
   DEBUG: 2026-02-18 13:20:49,968:      pdf_renderer.py:  470: printSegment: . It doesn
   DEBUG: 2026-02-18 13:20:49,969:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,971:      pdf_renderer.py:  470: printSegment: t clearly create shareholder
   DEBUG: 2026-02-18 13:20:49,972:      pdf_renderer.py:  470: printSegment: value.
   DEBUG: 2026-02-18 13:20:49,973:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,977:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:49,979:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:49,982:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,984:      pdf_renderer.py:  470: printSegment: Now let
   DEBUG: 2026-02-18 13:20:49,985:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:49,987:      pdf_renderer.py:  470: printSegment: s look at Option 2 — selling the entire company.
   DEBUG: 2026-02-18 13:20:49,988:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:49,991:      pdf_renderer.py:  470: printSegment: SLIDE 6 — OPTION 2: SELL TO SHELL OR EXXONMOBIL
   DEBUG: 2026-02-18 13:20:49,993:      pdf_renderer.py:  470: printSegment: Speaker: Minh Nguyen
   DEBUG: 2026-02-18 13:20:49,995:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:49,997:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:49,999:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:50,001:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,006:      pdf_renderer.py:  470: printSegment: Option 2 means a big oil company — Shell or ExxonMobil — buys our entire company. We stop existing as
   DEBUG: 2026-02-18 13:20:50,008:      pdf_renderer.py:  470: printSegment: an independent business.
   DEBUG: 2026-02-18 13:20:50,009:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,011:      pdf_renderer.py:  470: printSegment: In a sale, shareholders typically get a 
   DEBUG: 2026-02-18 13:20:50,012:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,014:      pdf_renderer.py:  470: printSegment: premium
   DEBUG: 2026-02-18 13:20:50,015:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,021:      pdf_renderer.py:  470: printSegment:  above the current stock price. For power company
   DEBUG: 2026-02-18 13:20:50,023:      pdf_renderer.py:  470: printSegment: acquisitions, that premium is usually 20-30%.
   DEBUG: 2026-02-18 13:20:50,024:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,027:      pdf_renderer.py:  470: printSegment: At a 25% premium, shareholders would get about $555 per share instead of $444 — that
   DEBUG: 2026-02-18 13:20:50,029:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,033:      pdf_renderer.py:  470: printSegment: s $111 per
   DEBUG: 2026-02-18 13:20:50,035:      pdf_renderer.py:  470: printSegment: share more, or about $5 billion total.
   DEBUG: 2026-02-18 13:20:50,037:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,040:      pdf_renderer.py:  470: printSegment: BUT: shareholders then have to pay capital gains taxes on that gain. And they miss out on any future
   DEBUG: 2026-02-18 13:20:50,041:      pdf_renderer.py:  470: printSegment: upside.
   DEBUG: 2026-02-18 13:20:50,043:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,062:      pdf_renderer.py:  470: printSegment: Look at Talen — their stock went from $60 to $389. If Talen had sold at a 25% premium in 2023,
   DEBUG: 2026-02-18 13:20:50,066:      pdf_renderer.py:  470: printSegment: shareholders would have gotten maybe $75 per share. Instead, they held and got $389. That
   DEBUG: 2026-02-18 13:20:50,068:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,070:      pdf_renderer.py:  470: printSegment: s 5x
   DEBUG: 2026-02-18 13:20:50,072:      pdf_renderer.py:  470: printSegment: MORE value by NOT selling.
   DEBUG: 2026-02-18 13:20:50,073:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:50,075:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,077:      pdf_renderer.py:  470: printSegment: Option 2 is to sell the entire company to Shell or ExxonMobil.
   DEBUG: 2026-02-18 13:20:50,079:      pdf_renderer.py:  470: printSegment: This delivers immediate value. At a 
   DEBUG: 2026-02-18 13:20:50,081:      pdf_renderer.py:  470: printSegment: 20% premium
   DEBUG: 2026-02-18 13:20:50,084:      pdf_renderer.py:  470: printSegment: , shareholders get 
   DEBUG: 2026-02-18 13:20:50,085:      pdf_renderer.py:  470: printSegment: $533 per share
   DEBUG: 2026-02-18 13:20:50,087:      pdf_renderer.py:  470: printSegment:  instead of $444
   DEBUG: 2026-02-18 13:20:50,088:      pdf_renderer.py:  470: printSegment: — that
   DEBUG: 2026-02-18 13:20:50,090:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,091:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:50,094:      pdf_renderer.py:  470: printSegment: $89 per share more
   DEBUG: 2026-02-18 13:20:50,095:      pdf_renderer.py:  470: printSegment: . At a 
   DEBUG: 2026-02-18 13:20:50,097:      pdf_renderer.py:  470: printSegment: 30% premium
   DEBUG: 2026-02-18 13:20:50,099:      pdf_renderer.py:  470: printSegment: , they get 
   DEBUG: 2026-02-18 13:20:50,101:      pdf_renderer.py:  470: printSegment: $578 per share
   DEBUG: 2026-02-18 13:20:50,102:      pdf_renderer.py:  470: printSegment:  — that
   DEBUG: 2026-02-18 13:20:50,103:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,105:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:50,106:      pdf_renderer.py:  470: printSegment: $134 more
   DEBUG: 2026-02-18 13:20:50,109:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,118:      pdf_renderer.py:  470: printSegment: This sounds attractive. The dissident would definitely be satisfied — they get to cash out with a profit.
   DEBUG: 2026-02-18 13:20:50,119:      pdf_renderer.py:  470: printSegment: And it eliminates all future risk.
   DEBUG: 2026-02-18 13:20:50,121:      pdf_renderer.py:  470: printSegment: But here
   DEBUG: 2026-02-18 13:20:50,122:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,124:      pdf_renderer.py:  470: printSegment: s what shareholders would give up:
   DEBUG: 2026-02-18 13:20:50,125:      pdf_renderer.py:  470: printSegment: First, 
   DEBUG: 2026-02-18 13:20:50,127:      pdf_renderer.py:  470: printSegment: capital gains taxes
   DEBUG: 2026-02-18 13:20:50,138:      pdf_renderer.py:  470: printSegment: . At a 20% tax rate, shareholders lose $18 to $27 per share immediately.
   DEBUG: 2026-02-18 13:20:50,141:      pdf_renderer.py:  470: printSegment: Net gain after tax is only $71 to $107 per share.
   DEBUG: 2026-02-18 13:20:50,143:      pdf_renderer.py:  470: printSegment: Second — and this is the big one — 
   DEBUG: 2026-02-18 13:20:50,144:      pdf_renderer.py:  470: printSegment: you forfeit all future upside
   DEBUG: 2026-02-18 13:20:50,146:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,149:      pdf_renderer.py:  470: printSegment: Look at Talen Energy again. In 2023, Talen
   DEBUG: 2026-02-18 13:20:50,150:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,162:      pdf_renderer.py:  470: printSegment: s stock was around $60. If they had sold at a 25%
   DEBUG: 2026-02-18 13:20:50,166:      pdf_renderer.py:  470: printSegment: premium, shareholders would have received maybe $75 per share. But because they didn
   DEBUG: 2026-02-18 13:20:50,167:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,174:      pdf_renderer.py:  470: printSegment: t sell —
   DEBUG: 2026-02-18 13:20:50,176:      pdf_renderer.py:  470: printSegment: because they executed the AWS partnership strategy — their stock is now 
   DEBUG: 2026-02-18 13:20:50,177:      pdf_renderer.py:  470: printSegment: $389
   DEBUG: 2026-02-18 13:20:50,180:      pdf_renderer.py:  470: printSegment: . That
   DEBUG: 2026-02-18 13:20:50,182:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,184:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:50,185:      pdf_renderer.py:  470: printSegment: 5 times more
   DEBUG: 2026-02-18 13:20:50,188:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-02-18 13:20:50,189:      pdf_renderer.py:  470: printSegment: than the premium would have been.
   DEBUG: 2026-02-18 13:20:50,191:      pdf_renderer.py:  470: printSegment: Option 2 gives you a 
   DEBUG: 2026-02-18 13:20:50,193:      pdf_renderer.py:  470: printSegment: small, certain gain today
   DEBUG: 2026-02-18 13:20:50,194:      pdf_renderer.py:  470: printSegment:  in exchange for 
   DEBUG: 2026-02-18 13:20:50,196:      pdf_renderer.py:  470: printSegment: massive, probable gains tomorrow
   DEBUG: 2026-02-18 13:20:50,198:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,200:      pdf_renderer.py:  470: printSegment: The verdict: 
   DEBUG: 2026-02-18 13:20:50,202:      pdf_renderer.py:  470: printSegment: Option 2 is moderate reward, but strategic loss
   DEBUG: 2026-02-18 13:20:50,206:      pdf_renderer.py:  470: printSegment: . You get paid a premium to stop
   DEBUG: 2026-02-18 13:20:50,208:      pdf_renderer.py:  470: printSegment: participating in the AI/data center opportunity.
   DEBUG: 2026-02-18 13:20:50,208:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,210:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:50,212:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,213:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,215:      pdf_renderer.py:  470: printSegment: Now let me show you Option 3 — the Talen model. This is our recommendation.
   DEBUG: 2026-02-18 13:20:50,216:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,218:      pdf_renderer.py:  470: printSegment: SLIDE 7 — OPTION 3: JV WITH AMAZON WEB SERVICES
   DEBUG: 2026-02-18 13:20:50,220:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:50,221:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,222:      pdf_renderer.py:  470: printSegment: Time: ~2 minutes
   DEBUG: 2026-02-18 13:20:50,225:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:50,226:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,228:      pdf_renderer.py:  470: printSegment: Option 3 is EXACTLY what Talen Energy did. We partner with AWS — the world
   DEBUG: 2026-02-18 13:20:50,229:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,236:      pdf_renderer.py:  470: printSegment: s largest cloud
   DEBUG: 2026-02-18 13:20:50,239:      pdf_renderer.py:  470: printSegment: provider and the only hyperscaler that has already signed nuclear power deals.
   DEBUG: 2026-02-18 13:20:50,240:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,242:      pdf_renderer.py:  470: printSegment: The deal has two parts:
   DEBUG: 2026-02-18 13:20:50,243:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-02-18 13:20:50,244:      pdf_renderer.py:  470: printSegment: Nuclear PPA (Power Purchase Agreement)
   DEBUG: 2026-02-18 13:20:50,255:      pdf_renderer.py:  470: printSegment: : We sell 1,500-2,000 MW of nuclear
   DEBUG: 2026-02-18 13:20:50,258:      pdf_renderer.py:  470: printSegment: output to AWS at $90-100 per MWh — almost DOUBLE the current wholesale price of
   DEBUG: 2026-02-18 13:20:50,259:      pdf_renderer.py:  470: printSegment: $51/MWh.
   DEBUG: 2026-02-18 13:20:50,260:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-02-18 13:20:50,262:      pdf_renderer.py:  470: printSegment: Data Center Campus
   DEBUG: 2026-02-18 13:20:50,286:      pdf_renderer.py:  470: printSegment: : We help AWS build a 100-200 MW data center on land next
   DEBUG: 2026-02-18 13:20:50,297:      pdf_renderer.py:  470: printSegment: to our nuclear plant. We invest $200-400 million; AWS funds most of the
   DEBUG: 2026-02-18 13:20:50,299:      pdf_renderer.py:  470: printSegment: construction. We sell or JV the completed campus for $750-900 million.
   DEBUG: 2026-02-18 13:20:50,300:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,314:      pdf_renderer.py:  470: printSegment: The financial impact: the nuclear PPA alone adds $513 million per year in incremental revenue.
   DEBUG: 2026-02-18 13:20:50,316:      pdf_renderer.py:  470: printSegment: That translates to about $6.67 per share in extra free cash flow.
   DEBUG: 2026-02-18 13:20:50,318:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:50,320:      pdf_renderer.py:  470: printSegment: Current FCF/share is $10.20. After the PPA, it would be $16.87 in Year 1 — a 65% increase
   DEBUG: 2026-02-18 13:20:50,321:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-02-18 13:20:50,323:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:50,324:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,326:      pdf_renderer.py:  470: printSegment: Thank you, Minh. Now let me present Option 3 — our recommendation.
   DEBUG: 2026-02-18 13:20:50,328:      pdf_renderer.py:  470: printSegment: This is the 
   DEBUG: 2026-02-18 13:20:50,331:      pdf_renderer.py:  470: printSegment: Talen Energy playbook
   DEBUG: 2026-02-18 13:20:50,333:      pdf_renderer.py:  470: printSegment: , adapted for our company. We partner with 
   DEBUG: 2026-02-18 13:20:50,334:      pdf_renderer.py:  470: printSegment: Amazon Web
   DEBUG: 2026-02-18 13:20:50,335:      pdf_renderer.py:  470: printSegment: Services
   DEBUG: 2026-02-18 13:20:50,337:      pdf_renderer.py:  470: printSegment:  — the largest cloud provider in the world and the 
   DEBUG: 2026-02-18 13:20:50,339:      pdf_renderer.py:  470: printSegment: only hyperscaler
   DEBUG: 2026-02-18 13:20:50,342:      pdf_renderer.py:  470: printSegment:  that has already signed a
   DEBUG: 2026-02-18 13:20:50,343:      pdf_renderer.py:  470: printSegment: nuclear power purchase agreement.
   DEBUG: 2026-02-18 13:20:50,345:      pdf_renderer.py:  470: printSegment: The deal has two parts:
   DEBUG: 2026-02-18 13:20:50,347:      pdf_renderer.py:  470: printSegment: Part 1 — Nuclear Power Purchase Agreement
   DEBUG: 2026-02-18 13:20:50,348:      pdf_renderer.py:  470: printSegment: :
   DEBUG: 2026-02-18 13:20:50,350:      pdf_renderer.py:  470: printSegment: We negotiate a 
   DEBUG: 2026-02-18 13:20:50,351:      pdf_renderer.py:  470: printSegment: 20-year contract
   DEBUG: 2026-02-18 13:20:50,353:      pdf_renderer.py:  470: printSegment:  to sell nuclear electricity to AWS at 
   DEBUG: 2026-02-18 13:20:50,355:      pdf_renderer.py:  470: printSegment: $90 to $100 per
   DEBUG: 2026-02-18 13:20:50,356:      pdf_renderer.py:  470: printSegment: megawatt-hour
   DEBUG: 2026-02-18 13:20:50,358:      pdf_renderer.py:  470: printSegment: . Remember, we currently sell power into the PJM market at an average of 
   DEBUG: 2026-02-18 13:20:50,360:      pdf_renderer.py:  470: printSegment: $51 per
   DEBUG: 2026-02-18 13:20:50,361:      pdf_renderer.py:  470: printSegment: MWh
   DEBUG: 2026-02-18 13:20:50,362:      pdf_renderer.py:  470: printSegment: . This PPA nearly 
   DEBUG: 2026-02-18 13:20:50,364:      pdf_renderer.py:  470: printSegment: doubles our price
   DEBUG: 2026-02-18 13:20:50,365:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,369:      pdf_renderer.py:  470: printSegment: The math: 1,500 megawatts times 8,760 hours times 92% capacity factor times $95 per MWh equals
   DEBUG: 2026-02-18 13:20:50,370:      pdf_renderer.py:  470: printSegment: 
   DEBUG: 2026-02-18 13:20:50,371:      pdf_renderer.py:  470: printSegment: $1.15 billion per year
   DEBUG: 2026-02-18 13:20:50,377:      pdf_renderer.py:  470: printSegment:  in nuclear revenue. Compare that to our current nuclear revenue at
   DEBUG: 2026-02-18 13:20:50,378:      pdf_renderer.py:  470: printSegment: wholesale prices: about 
   DEBUG: 2026-02-18 13:20:50,381:      pdf_renderer.py:  470: printSegment: $637 million per year
   DEBUG: 2026-02-18 13:20:50,382:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:50,384:      pdf_renderer.py:  470: printSegment: That
   DEBUG: 2026-02-18 13:20:50,385:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,386:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:50,388:      pdf_renderer.py:  470: printSegment: $513 million per year in incremental revenue
   DEBUG: 2026-02-18 13:20:50,391:      pdf_renderer.py:  470: printSegment:  — just from re-pricing our nuclear output.
   DEBUG: 2026-02-18 13:20:50,394:      pdf_renderer.py:  470: printSegment: Part 2 — Data Center Campus Development
   DEBUG: 2026-02-18 13:20:50,395:      pdf_renderer.py:  470: printSegment: :
   DEBUG: 2026-02-18 13:20:50,397:      pdf_renderer.py:  470: printSegment: We help AWS build a 
   DEBUG: 2026-02-18 13:20:50,400:      pdf_renderer.py:  470: printSegment: 100 to 200 megawatt
   DEBUG: 2026-02-18 13:20:50,404:      pdf_renderer.py:  470: printSegment:  data center campus on land adjacent to our nuclear
   DEBUG: 2026-02-18 13:20:50,406:      pdf_renderer.py:  470: printSegment: plant. We invest 
   DEBUG: 2026-02-18 13:20:50,407:      pdf_renderer.py:  470: printSegment: $200 to $400 million
   DEBUG: 2026-02-18 13:20:50,410:      pdf_renderer.py:  470: printSegment: ; AWS funds most of the construction. When it
   DEBUG: 2026-02-18 13:20:50,411:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,416:      pdf_renderer.py:  470: printSegment: s complete, we
   DEBUG: 2026-02-18 13:20:50,419:      pdf_renderer.py:  470: printSegment: sell or JV the campus for 
   DEBUG: 2026-02-18 13:20:50,421:      pdf_renderer.py:  470: printSegment: $750 to $900 million
   DEBUG: 2026-02-18 13:20:50,424:      pdf_renderer.py:  470: printSegment:  — the same thing Talen did with their $650 million
   DEBUG: 2026-02-18 13:20:50,426:      pdf_renderer.py:  470: printSegment: Cumulus sale.
   DEBUG: 2026-02-18 13:20:50,427:      pdf_renderer.py:  470: printSegment: What
   DEBUG: 2026-02-18 13:20:50,429:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,431:      pdf_renderer.py:  470: printSegment: s the financial impact?
   DEBUG: 2026-02-18 13:20:50,433:      pdf_renderer.py:  470: printSegment: The nuclear PPA alone adds 
   DEBUG: 2026-02-18 13:20:50,435:      pdf_renderer.py:  470: printSegment: $513 million in revenue
   DEBUG: 2026-02-18 13:20:50,437:      pdf_renderer.py:  470: printSegment: , which translates to about 
   DEBUG: 2026-02-18 13:20:50,439:      pdf_renderer.py:  470: printSegment: $6.67 per share
   DEBUG: 2026-02-18 13:20:50,451:      pdf_renderer.py:  470: printSegment:  in
   DEBUG: 2026-02-18 13:20:50,456:      pdf_renderer.py:  470: printSegment: additional free cash flow after taxes. Our current FCF per share is $10.20. After the PPA, it would
   DEBUG: 2026-02-18 13:20:50,457:      pdf_renderer.py:  470: printSegment: be 
   DEBUG: 2026-02-18 13:20:50,460:      pdf_renderer.py:  470: printSegment: $16.87 in Year 1
   DEBUG: 2026-02-18 13:20:50,461:      pdf_renderer.py:  470: printSegment:  — that
   DEBUG: 2026-02-18 13:20:50,463:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,465:      pdf_renderer.py:  470: printSegment: s a 
   DEBUG: 2026-02-18 13:20:50,466:      pdf_renderer.py:  470: printSegment: 65% increase
   DEBUG: 2026-02-18 13:20:50,470:      pdf_renderer.py:  470: printSegment: , FAR exceeding the 30% growth target the dissident
   DEBUG: 2026-02-18 13:20:50,471:      pdf_renderer.py:  470: printSegment: demanded.
   DEBUG: 2026-02-18 13:20:50,474:      pdf_renderer.py:  470: printSegment: And the best part? 
   DEBUG: 2026-02-18 13:20:50,477:      pdf_renderer.py:  470: printSegment: No dilution
   DEBUG: 2026-02-18 13:20:50,480:      pdf_renderer.py:  470: printSegment: . We
   DEBUG: 2026-02-18 13:20:50,481:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,484:      pdf_renderer.py:  470: printSegment: re not issuing new stock. We
   DEBUG: 2026-02-18 13:20:50,486:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:50,497:      pdf_renderer.py:  470: printSegment: re funding this with our $260
   DEBUG: 2026-02-18 13:20:50,500:      pdf_renderer.py:  470: printSegment: million cash on hand plus project-level debt. Existing shareholders keep 100% of their ownership.
   DEBUG: 2026-02-18 13:20:50,501:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,504:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:50,505:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:50,506:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,509:      pdf_renderer.py:  470: printSegment: Now let me show you the complete financial picture over 5 years.
   DEBUG: 2026-02-18 13:20:50,510:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:50,512:      pdf_renderer.py:  470: printSegment: SLIDE 8 — OPTION 3 FINANCIAL IMPACT
